Transcript,Date,Position,Person,Party,Text,Subject,key
DAR-001,17 DE SETEMBRO DE 2020,332.0,José Manuel Pureza,BE,Muito bem!,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,333.0,José Luís Ferreira,PEV,"… segundo, a criação do crime de enriquecimento ilícito; e, terceiro, a necessidade de reforçar o combate à criminalidade económica e financeira através dos centros offshore. Na verdade, a transparência que deve nortear a gestão da coisa pública, e sobretudo a responsabilização das pessoas que têm essa missão perante os cidadãos, exige, a nosso ver, que se vá mais longe em matéria de enriquecimento ilícito. Quanto à criminalidade económica e financeira através dos centros offshore, estes mecanismos são a imagem da injustiça que reina no sistema. Os paraísos fiscais apenas servem para os grandes grupos económicos e as grandes fortunas criarem mecanismos altamente elaborados, para fugir aos impostos ou para proceder ao branqueamento de capitais e até esconder outros crimes associados à corrupção. Bem sabemos que um Governo não pode impor o fim dos paraísos fiscais fora das suas fronteiras, mas também sabemos que qualquer Governo pode e deve ter a obrigação de canalizar esforços, junto dos restantes Estados da União Europeia e também das organizações internacionais de que faz parte, no sentido de procurar medidas e encontrar soluções para acabar com os paraísos fiscais. Por isso, a nosso ver, qualquer estratégia de combate à corrupção não pode deixar de fora o esforço para acabar com estas manobras, que apenas servem para alguns continuarem sem pagar impostos e para dificultar ou até impedir a investigação de crimes associados à corrupção.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,334.0,Presidente,,"Dou agora a palavra ao Sr. Deputado Telmo Correia, do CDS-PP, para uma intervenção. ","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,335.0,Telmo Correia,CDS-PP,"Sr. Presidente, Srs. Deputados: Quero registar, em primeiro lugar, que, do nosso ponto de vista, o objeto desta petição faz todo o sentido. Ou seja, precisa ou não o País de uma estratégia séria, forte e eficaz de combate à corrupção? Do nosso ponto de vista, a resposta é «sim, o País carece dessa estratégia». Não o pensamos agora e registo, até, com curiosidade que, precisamente no Programa Eleitoral com que o CDS se apresentou nas últimas eleições, havia um capítulo que tinha, precisamente e coincidentemente, o mesmo título desta petição: «Por uma estratégia nacional de combate à corrupção». Em relação a essa mesma estratégia e, obviamente, ao seu conteúdo, não teremos todos a mesma opinião. Desde logo, há uma tendência que, seja no exercício dos cargos, seja nos próprios registos de interesses, segue uma lógica mais proibicionista e de uma certa funcionalização, por assim dizer, e há uma lógica, a que o CDS adere mais, de absoluta transparência, desse ponto de vista, e de rigor nesses mesmos registos. Foi nessa perspetiva, de resto, que apresentámos propostas que brevemente serão discutidas. O Governo tem, como foi dito pela Sr.ª Deputada do Partido Socialista, a sua estratégia em discussão pública, vamos aguardar que essa estratégia venha e não temos qualquer problema em que as propostas que queremos ver agendadas — designadamente em relação ao lobbying, matéria sobre a qual vários partidos têm propostas — se possam conjugar, procurando consensos, desse ponto de vista, em matéria de registo de interesses, de registo de atividade e de maior transparência. Por outro lado, não deixo de registar que, de alguma forma, esta petição e um dos projetos de resolução que estão aqui em discussão hoje não deixam também de solicitar ao Governo que faça aquilo que é a sua obrigação. Quer dizer, obviamente, é obrigação do Governo ter uma estratégia nacional de combate à corrupção. Agora, se queremos discutir esta matéria de uma forma séria, de uma forma rigorosa, sem ceder a populismos, é evidente que aqueles diplomas terão de ser discutidos e agendados brevemente. Há uma questão que foi aqui aflorada ainda agora, mas não suficientemente discutida, que é a seguinte: podemos ter uma legislação perfeita — legislação perfeita não existe, mas podemos ter uma legislação muito boa de combate à corrupção —, podemos criar mais não sei quantos instrumentos legislativos, mas, a seguir, como foi denunciado por alguns dos principais responsáveis do combate à corrupção, seja nas magistraturas, seja na Polícia Judiciária, temos aquilo a que alguns chamaram «uma asfixia da investigação criminal», uma asfixia por falta de meios, por falta de meios humanos, por falta de meios efetivos, por falta de assessores especializados, que são essenciais, porque, às vezes, enquanto o combate à corrupção avança no tempo do gasóleo, a corrupção avança à velocidade da luz. Portanto, é necessário ter assessores, assessorias, capacidade especializada para combater essa mesma corrupção.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,336.0,Presidente,,"Sr. Deputado, chamo a sua atenção para o tempo. ","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,337.0,Telmo Correia,CDS-PP,"Termino mesmo, Sr. Presidente, dizendo que algumas das matérias aqui afloradas merecem a nossa concordância: o estatuto de proteção de denunciantes, que não são, obviamente, forma de obtenção de prova ilegal, são outra coisa, e o melhor estatuto do arrependido merecem a nossa discussão, mas é importante que essa discussão seja feita e consensualizada para combater este cancro, que mina, ainda, e muito, a sociedade portuguesa.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,338.0,Presidente,,"Tem a palavra o Sr. Deputado José Manuel Pureza, do Bloco de Esquerda, para uma intervenção. I SÉRIE — NÚMERO 1","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,339.0,José Manuel Pureza,BE,"Sr. Presidente, Sr.as e Srs. Deputados: Queria, naturalmente, começar por cumprimentar a associação Transparência e Integridade e também, necessariamente, todos os signatários que desafiam a nossa atenção e o nosso trabalho. O combate à corrupção será sempre um bom combate se for sério e não um mero discurso de agitação para atirar lama à democracia, será sempre um bom combate se for determinado contra os poderes dos grandes, que movimentam fortunas na sombra ou patrocinam soluções legislativas para se protegerem, e não uma acusação para o ar e sem critério. É por isso que este é um combate muito difícil, porque exige muito mais do que farronca, exige toda a lucidez e toda a coragem política. Registamos que o Governo colocou recentemente em discussão pública a sua proposta de uma estratégia nacional de combate à corrupção. Mais do que o nome e mais do que a escala, interessa-nos o acerto das medidas propostas. Faremos essa avaliação em breve, aqui, na Assembleia da República. Mas há algo que quero adiantar hoje, em nome do Bloco de Esquerda: é que a paulatina abertura à delação premiada, mesmo sem lhe chamar o nome, esse paulatino acolhimento de uma jurisdição penal negociada nos parece perigoso e incapaz de alcançar o que é verdadeiramente decisivo para este combate. Em vez de importar essa lógica, o Governo teria feito bem melhor se tivesse importado um princípio fundamental do combate à corrupção: follow the money, isto é, seguir o rasto do dinheiro. E seguir o rasto do dinheiro significa criminalizar o enriquecimento injustificado e acabar com a impunidade dos offshore, sem subterfúgios, porque esse enriquecimento e esses buracos negros de tributação são os rostos da acumulação do dinheiro da corrupção. Isto exige meios, claro que exige. A delação fica mais barata, pois claro que fica. Mas a exigência da democracia tem de ser a maior e a afetação de meios à deteção do rasto do dinheiro é a escolha à altura dessa exigência. Esse é o nosso compromisso, o compromisso do Bloco de Esquerda. Aplausos do BE.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,340.0,Presidente,,"Para uma intervenção, tem a palavra o Sr. Deputado António Filipe, do PCP. ","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,341.0,António Filipe,PCP,"Sr. Presidente, Srs. Deputados: Nós também entendemos que o combate à corrupção é um imperativo democrático e um imperativo para uma sociedade que todos queremos mais decente e dotada de transparência, em que os cidadãos possam, efetivamente, confiar. Mas não subscrevemos um certo discurso populista contra a corrupção, que se alimenta a si próprio, que espalha suspeitas generalizadas, que, por mais medidas que houvesse, por mais resultados que fossem obtidos, continuaria a dizer o mesmo, que temos uma impunidade total, que somos um País de corruptos, e que, ao mesmo tempo que faz este discurso, absolve as reais causas da corrupção e protege, efetivamente, os maiores corruptos. E há experiências, como a Sr.ª Deputada Claúdia Santos referiu, que nos deveriam fazer refletir sobre esse tipo de discurso e as suas consequências, quando esse tipo de discurso consegue obter uma certa aceitação popular significativa, como, efetivamente, aconteceu já noutras latitudes. Não poderia estar mais de acordo com o que a Sr.ª Deputada Cláudia Santos e o Sr. Deputado José Manuel Pureza agora acabam de dizer relativamente aos perigos de procurar importar, para Portugal, soluções que não são soluções de combate à corrupção, mas que são elementos de destruição do Estado de direito democrático, que, também em nome do combate à corrupção, é um imperativo democrático defender de forma intransigente. Esse certo discurso anticorrupção não condena a maior causa da corrupção em Portugal nos últimos anos, que foi o criminoso processo de privatizações, de alienação, ao desbarato, do mais valioso património público empresarial existente no nosso País; absolve completamente aquisições de equipamentos militares com falsas contrapartidas, que lesaram o Estado português em muitos milhões; absolve as parcerias público-privadas em vários domínios, que são um sorvedouro de dinheiros públicos, em benefício de interesses privados; absolve a opacidade dos offshore; absolve o conluio entre o poder político e o poder económico; absolve a arbitragem fiscal, que é uma forma de ilibar os maiores devedores daquilo que devem ao fisco, e, aí, efetivamente, esse discurso não toca, preferindo lançar um anátema sobre um conjunto da sociedade, apelidando-o de «uma sociedade de corruptos». Ora, Sr. Presidente, Srs. Deputados, não rejeitamos nem nunca rejeitámos a discussão séria de iniciativas legislativas que visem o aperfeiçoamento dos mecanismos legais de combate à corrupção, sempre o fizemos nesta Assembleia e, em alguns anos, até com alguns resultados. Não podemos esconder que as alterações legislativas, designadamente as que se verificaram há 10 anos, com amplo consenso nesta Assembleia, que melhoraram o regime legal de combate à corrupção, têm vindo a produzir resultados neste País. Creio que isso é inegável e deve ser reconhecido. Fundamental e mais importante do que propor à Assembleia da República que recomende ao Governo que proponha à Assembleia da República que recomende ao Governo que faça aquilo que tem obrigação de fazer é ir pelo cumprimento da Resolução da Assembleia da República n.º 91/2010, que tem um conjunto de recomendações ao Governo que têm a ver, fundamentalmente, com a dotação de meios da Polícia Judiciária, do Ministério Público, designadamente em matéria pericial, que permitam, de facto, obter resultados mais positivos no combate à corrupção. Sr. Presidente, concluo dizendo que deveríamos emoldurar esta Resolução de 2010, ver o que é que, efetivamente, foi cumprido e o que não foi, em vez de estarmos a fazer concursos de ideias para reescrever o que já está escrito, e bem, por Resolução desta Assembleia. Assim ela fosse cumprida. Aplausos do PCP, do PEV e do Deputado do BE José Manuel Pureza.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,342.0,Presidente,,"Sr. Deputado António Filipe, recordo-me bem do trabalho que deu esse projeto de resolução e do seu resultado, seria bom que fosse feita uma avaliação. Acho que é uma boa sugestão. Para uma intervenção, tem a palavra o Sr. Deputado André Ventura, do Chega.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,343.0,André Ventura,CH,"Sr. Presidente, o Chega começa por saudar esta iniciativa e a associação Transparência e Integridade pelo trabalho que tem feito também em prol deste tema. Vivemos num tempo em que as denúncias têm de ser protegidas, com o termo e com aquilo que a lei exige, é certo, mas têm de o ser. Se fizermos o caminho inverso, vamos pagar por ele num futuro próximo. Mas o Ministério Público tem de ter os seus meios reforçados, porque não vale a pena termos nenhuma estratégia contra a corrupção se o Ministério Público não tiver os seus meios reforçados. Sr.ª Deputada Cláudia Santos, deixe-me dizer-lhe que o caso da procuradora que ficou em primeiro lugar e não foi nomeada ter a validação do Conselho Superior da Magistratura…","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,344.0,Cláudia Santos,PS,Conselho Superior do Ministério Público!,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,345.0,André Ventura,CH,"… é de uma grande desonestidade. A verdade é que temos uma procuradora que estava mais bem classificada e não foi nomeada. Por isso, não há estratégia que valha nesse aspeto. Temos o mesmo que tivemos em Tancos, uma matéria em que não se puderam ouvir determinados dignitários, e temos o mesmo quando se destratam juízes, que todos conhecemos, por este Governo. Assim não há estratégia contra a corrupção que valha a pena e que seja concludente.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,346.0,Presidente,,"Para intervir novamente, tem a palavra a Sr.ª Deputada Mónica Quintela, do PSD, dispondo de 43 segundos. ","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,347.0,Mónica Quintela,PSD,"Sr. Presidente, queria responder à Sr.ª Deputada Cláudia Santos e elucidá-la, porque não tenho dúvida de que não sabe, tendo em conta que afirmou o que afirmou relativamente às deliberações do Conselho Superior do Ministério Público. Sr.ª Deputada, é público, poderá consultar o site e ver que os critérios do Conselho Superior do Ministério Público, quando fez a seleção para os candidatos, só foram estabelecidos depois de serem conhecidos os candidatos.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,348.0,André Ventura,CH,Ora bem! I SÉRIE — NÚMERO 1,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,349.0,Mónica Quintela,PSD,"Isso foi gravíssimo, Sr.ª Deputada! ","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,350.0,André Ventura,CH,É verdade!,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,351.0,Mónica Quintela,PSD,"A senhora veja a ata e veja a declaração de voto do Procurador Amadeu Guerra relativamente a esta matéria, em que se absteve. Não está em causa o Procurador, mas a forma pouco transparente como ocorreu a nomeação. A procuradora que ficou em primeiro lugar, Maria Carla Almeida, salvo erro, impugnou esse concurso e só desistiu da reclamação precisamente para não protelar os trabalhos, com a condição de os candidatos irem sem qualquer classificação. Portanto, o que está a dizer não é verdade.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,352.0,André Ventura,CH,Não é verdade! Protestos da Deputada do PS Cláudia Santos.,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,353.0,Presidente,,"Sr.ª Deputada, chamo a sua atenção para o tempo. ","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,354.0,Mónica Quintela,PSD,"Não é verdade, Sr.ª Deputada! Isto já para não falar das ligações — isso são «outros quinhentos», será um assunto para outra sede — do procurador indicado a outras pessoas e as outras indicações que têm sido feitas, também, pela Sr.ª Ministra da Justiça, designadamente ao caso Freeport. Mas, Sr.ª Deputada, não tem razão nenhuma. Aplausos do PSD.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,355.0,André Ventura,CH,E a outros processos!,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV","17 DE SETEMBRO DE 2020Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-002,18 DE SETEMBRO DE 2020,99.0,Presidente,,"Sr.as e Srs. Deputados, chegámos ao final do terceiro ponto da nossa agenda. Segue-se o quarto ponto, que consiste na apreciação do Projeto de Resolução n.º 471/XIV/1.ª (PCP) — Recomenda ao Governo a reversão da alienação do Novo Banco, a sua transferência para a esfera pública e o apoio especializado às micro, pequenas e médias empresas e, na generalidade, do Projeto de Lei n.º 499/XIV/1.ª (IL) — Condiciona o exercício dos direitos de conversão pelo Estado de créditos em capital do Novo Banco à sua aprovação prévia pela Assembleia da República. Para abrir o debate, tem a palavra o Sr. Deputado Duarte Alves, do PCP.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,100.0,Duarte Alves,PCP,"Sr. Presidente, Srs. Deputados: No passado mês de maio, o Governo realizou a transferência de mais 850 milhões de euros para o Novo Banco, sem que a pandemia e todos os desafios que enfrentamos o tenham feito sequer pestanejar. Nessa altura, o PCP apresentou o projeto de resolução que agora discutimos, que coloca em cima da mesa o início do processo de recuperação de controlo público sobre o Novo Banco, condição necessária para acabar com este autêntico escândalo nacional que é o Estado pagar a conta da limpeza de um banco, mas, no final, o banco não é nosso, nem é colocado ao serviço da economia e do País. Desde maio até agora, o que vamos sabendo sobre o Novo Banco só dá mais força aos argumentos do PCP. Tivemos, ontem e anteontem, audições com o Dr. António Ramalho, Presidente do Conselho de Administração do Novo Banco, e com o Dr. Máximo dos Santos, Presidente do Fundo de Resolução. Saímos destas audições sem sabermos quem são, afinal, os beneficiários últimos das vendas de ativos que levantaram legítimas suspeitas sobre a idoneidade dos compradores e sobre as suas ligações ao próprio Lone Star.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,101.0,João Oliveira,PCP,Exatamente!,"Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,102.0,Duarte Alves,PCP,"O Dr. António Ramalho, que garantiu em comunicado que sabe quem são todos os beneficiários últimos e que se indignou com quem fizesse suposições sobre o cumprimento da lei, não foi capaz de esclarecer a Assembleia da República sobre quem são, afinal, esses beneficiários. Estamos a falar de negócios como a venda da seguradora GNB Vida, que representou perdas de mais de 380 milhões de euros para o erário público, ou dos imóveis, vendidos a uma fração do valor a que estavam registados no balanço, com prejuízos de milhões de euros. Mas podemos também olhar para as reestruturações de créditos, os refinanciamentos a ativos que já estavam a dar problemas, decisões tomadas já pela atual administração e que avançaram, apesar da análise de risco do próprio Novo Banco desaconselhar esses negócios. A auditoria deixa muito por analisar, desde logo a política de imparidades do Novo Banco, mas assinala vários exemplos de falhas nos mecanismos de controlo, o que contraria a ideia de que o controlo ia ser total, como foi dito na altura da privatização do banco. Tudo isto tem dado razão ao PCP, que, ao longo deste processo, sempre defendeu que o controlo público é condição necessária para acabar com a gestão danosa, que acaba sempre por ser paga pelos portugueses. Defendemos essa opção na altura em que o Governo PSD/CDS decidiu avançar com um processo de resolução fraudulento, em que disse aos portugueses que era possível resolver um banco que tinha 12 000 milhões de euros de passivo na sua holding internacional, com os 4,9 mil milhões de euros correspondentes ao que restava do fundo da troica e do Fundo de Resolução. Foi uma mentira. Hoje, toda a gente reconhece que não havia banco bom. Essa divisão fez-se apenas para procurar iludir, com a ideia de uma resolução sem custos. Até o Dr. Máximo dos Santos disse ontem, na audição, que «a má qualidade dos ativos do Novo Banco é evidente». Toda a gente sabia — o Banco de Portugal sabia, o Governo de Passos Coelho sabia — que nunca na vida aquela divisão e aquela resolução sem custos era verdadeira.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,103.0,João Oliveira,PCP,Exatamente! I SÉRIE — NÚMERO 2,"Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,104.0,Duarte Alves,PCP,"Os portugueses estão ainda a pagar as consequências dessa resolução, baseada numa mentira e depois agravada pela decisão, já do Governo PS, de privatizar a custo zero o banco, entregando-o ao Lone Star, dando uma garantia pública de 3,9 mil milhões de euros. Também aí se disse que a privatização, e cito o Primeiro-Ministro, António Costa, «não terá impacto direto ou indireto nas contas públicas, nem novos encargos para os contribuintes». Pois bem, a verdade é que os ativos abrangidos pela garantia estavam mal avaliados, o que permitiu à administração registar perdas para ser o Estado a pagar. A verdade é que o limite dos 3,9 mil milhões de euros não era uma mera baliza teórica, mas sim um valor que o Lone Star, desde o início, tudo fez para usar na sua totalidade e, se possível, ultrapassar. Aliás, outra coisa não seria de esperar de um fundo com aquelas características. A verdade é que, juntando a resolução às garantias da privatização, os portugueses já enterraram no Novo Banco perto de 9000 milhões de euros. Sejamos realistas: já pagámos a limpeza do banco, continuamos a pagar a limpeza do banco. E, se assim é, se estamos a pagar a limpeza do banco com fundos públicos, então, não podemos admitir que, no final, o banco seja entregue a um qualquer grupo privado, provavelmente a um grupo estrangeiro, em vez de ser assegurado o seu controlo público. É essa a oportunidade que o PCP dá com este projeto de resolução, ou seja, a oportunidade de a Assembleia da República dar um sinal ao Governo de que existe vontade política para que, já que o pagamos, então, que o banco seja colocado na esfera pública. Se houver essa vontade política, podem ser muitas as formas de garantir esse controlo público e de colocar o banco ao serviço do financiamento da economia nacional e do País, particularmente importante no momento em que vivemos. É essa opção de um Estado que se dá ao respeito que o PCP coloca em cima da mesa com esta iniciativa. Aplausos do PCP e do PEV.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,105.0,Presidente,,"Para apresentar o projeto de lei da Iniciativa Liberal, tem a palavra o Sr. Deputado João Cotrim de Figueiredo. ","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,106.0,João Cotrim de Figueiredo,IL,"Sr. Presidente, Sr.as e Srs. Deputados: O projeto de resolução que o PCP nos traz lembra-me aquele dito «para quem só tem um martelo, todos os problemas lhe parecem pregos»! Sei que o PCP tem martelo e foice, mas, mesmo assim, todos os problemas lhe parecem pregos.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,107.0,João Oliveira,PCP,"Veja lá, não queira acabar no lugar do prego! ","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,108.0,João Cotrim de Figueiredo,IL,"Para o PCP, se há alguma coisa a resolver, a solução é sempre a mesma: nacionalizar; se há alguma coisa a melhorar, algum serviço ou algum regime, a solução é sempre a mesma: mais Estado e só Estado. E, se o assunto mete banca, então, todo o furor marxista-leninista, não sei se ainda estalinista, vem ao de cima e «como a banca é o coração do capitalismo, há que arrancar o coração da besta!». Lamento dizê-lo, mas o PCP tem a memória muito curta, porque a banca em Portugal, entre 1975 e 1985, foi toda pública, foi toda nacionalizada…","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,109.0,João Oliveira,PCP,Exatamente!,"Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,110.0,João Cotrim de Figueiredo,IL,"… e os resultados foram catastróficos! Ainda hoje estamos a pagar a descapitalização da banca e da economia dessa altura. A Iniciativa Liberal não tem esse tipo de obsessões nem está agarrada a esse tipo de passado, não precisa disso para sobreviver, e, por isso, vem aqui apresentar um projeto de lei que pretende prevenir a hipótese de o Estado vir a participar diretamente no capital do Novo Banco, sem discussão e pela calada. Na Lei n.º 61/2004, que pretendemos vir aqui alterar, o Estado atribui-se a si próprio direitos de conversão de créditos relativamente a, por exemplo, imparidades. O Novo Banco teve a necessidade de utilizar esta alternativa, porque senão não cumpriria os rácios. E isso levou-o a gerar imparidades que teriam sido muito inferiores se o Estado tivesse cumprido o seu papel de regulação e supervisão — isto tem de ser dito — e acabou por gerar uma reserva especial, ela própria superior às imparidades criadas, que dá hoje ao Estado a possibilidade de se transformar em acionista, com 13% do banco. A Iniciativa Liberal quer que esta eventual decisão de conversão de créditos em capital passe pela Assembleia da República. Quer mais: quer que os relatórios semestrais que esta lei prevê, a Lei n.º 61/2004, contenham obrigatoriamente a declaração da intenção do que o Estado quer fazer com esses dinheiros.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,111.0,Presidente,,"Peço-lhe para concluir, Sr. Deputado. ","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV","18 DE SETEMBRO DE 2020Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
