Transcript,Date,Position,Person,Party,Text,Subject
DAR-002,18 DE SETEMBRO DE 2020,163,Duarte Alves,PCP,É verdade!,"Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,164,Fernando Anastácio,PS,"De facto, pode ser coerente, mas tem uma solução que, em primeiro lugar, não está comprovado que seja menos onerosa para os contribuintes, e essa é uma questão importante. Um desafio que se coloca ao Partido Comunista Português é também o de dizer aos portugueses quanto custaria a nacionalização do Novo Banco. Era importante saber qual seria o prejuízo ou quais seriam as vantagens dessa solução. O Partido Comunista Português defende a nacionalização, mas não dá essa resposta. A Sr.ª Deputada Mariana Mortágua defende, e defendeu que defendeu, algumas vezes, que deveria ficar na esfera pública, mas, na sua análise, omitiu a impossibilidade que existe nessa matéria e que tem que ver com as regras da Direção-Geral da Concorrência e com a obrigação de aquele banco ser vendido ou liquidado. Protestos da Deputada do BE Mariana Mortágua. Ora bem, não vale a pena propormos uma solução que sabemos não ser exequível. Isso é, mais uma vez, ficarmos a meio da ponte. Relativamente ao Partido Social Democrata… Aliás, relativamente à Iniciativa Liberal…","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,165,João Cotrim de Figueiredo,IL,Coerência!,"Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,166,Fernando Anastácio,PS,"Meu caro Deputado Cotrim de Figueiredo, habitualmente, já com alguma perceção de que muito dificilmente os seus projetos terão algum respaldo e responsabilidade ao nível das decisões executivas no futuro, o que faz? Traz para o debate parlamentar e para as decisões da Assembleia da República matéria que é estritamente de competência executiva, confundindo os debates. Porém, os 40 anos da nossa democracia têm mostrado que a estrutura do nosso sistema jurídico-constitucional, com a diferença entre poder legislativo e poder executivo, está muito bem entregue e está estável. Aplausos do PS. Por isso, não vale a pena confundirmos, trazendo para aqui questões quando, no fundo, o que se quer é pôr em causa um sistema que tem funcionado bem. Protestos do IL. No fundo, o que é que quer com o seu projeto? Quer retirar uma competência que é estritamente executiva da sua decisão, mas quer mais ainda, quer que o Estado diga antecipadamente o que vai fazer, para acontecer aquilo que muitas vezes acontece, que é o chamado «vender à pressa sem saber o que se vai fazer». Ou seja, é precisamente o contrário dos resultados que se pretendem.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,167,João Cotrim de Figueiredo,IL,Não sei!,"Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,168,Fernando Anastácio,PS,"Relativamente à intervenção do Sr. Deputado Duarte Pacheco, concordo com algumas das questões que disse e de facto, centro, desde logo, o problema na gestão do BES. Não vale a pena fugir a isso. A gestão do BES é um caso de polícia e vamos assumir que é isso mesmo. Aliás, o Parlamento fez um trabalho estruturado na Comissão de Inquérito à Gestão do BES e, a breve trecho, vai ter oportunidade, com certeza, de fazer um trabalho de análise de aspetos que não foram verificados na altura, desde o período da resolução até ao presente. Não tenhamos medo das questões. Vamos fazer esse trabalho, mas o Sr. Deputado, que foi lesto a aligeirar as responsabilidades do momento da resolução, não conseguiu ter a capacidade de fazer o mesmo raciocínio relativamente à venda. Ou seja, enquanto, na resolução, o Banco de Portugal não tinha possibilidade… Mas, se tivesse feito um trabalho bem feito, não teria estado no mercado, um pouco tempo antes, a estimular os portugueses, dizendo que era saudável comprar títulos do BES. Se antes tivesse feito bem o trabalho, não o teria dito.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,169,Presidente,Fernando Negrão,"Sr. Deputado, chamo a sua atenção para o tempo disponível. ","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,170,Fernando Anastácio,PS,"Vou terminar já, Sr. Presidente. Sr. Deputado, o que lhe posso dizer é o seguinte: todos nós temos a certeza de que, nessa altura, o então Governador do Banco de Portugal e o Governo de Passos Coelho também estiveram, provavelmente, de braço dado. Ou estão-no só agora o atual Governador do Banco de Portugal e este Governo? Ou seja, temos dois pesos e duas medidas. Para terminar, o Partido Socialista irá, necessariamente, votar contra qualquer um dos projetos apresentados. Aplausos do PS.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,171,Presidente,Fernando Negrão,"Para uma intervenção, tem a palavra o Sr. Deputado Duarte Alves. ","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,172,Duarte Alves,PCP,"Sr. Presidente, Srs. Deputados: No final deste debate, não podemos dizer que estranhamos o que se passou aqui. Não estranhamos que o PSD empurre culpas para o PS; não estranhamos que o PS empurre culpas para o PSD; também não estranhamos que o Deputado André Ventura defenda e branqueie as posições do Governo de Passos Coelho, porque, na altura, estava no seu partido; assim como também não estranhamos que a Iniciativa Liberal defenda aquele que é o seu liberalismo, o de que o Estado paga mas não manda. Protestos do IL. É esse o liberalismo da Iniciativa Liberal.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,173,João Oliveira,PCP,Exatamente!,"Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,174,Duarte Alves,PCP,"Falou-se também dos vários Orçamentos do Estado. Vejam as propostas que o PCP apresentou, nomeadamente no Orçamento do Estado para 2020. O que dizia a proposta do PCP? Das duas, uma: ou o Estado não mete nem mais um cêntimo no Novo Banco ou, se o fizer, tem de se iniciar o processo de recuperação do controlo público. Quem votou contra esta proposta? PS, PSD, CDS, Iniciativa Liberal e Chega, que, no fundo, assumiram estar de acordo com o que se está a passar, que é uma situação em que o Estado paga mas não manda e em que não se garante o controlo público, apesar de continuarmos a pagar as contas daquele banco,… Protestos do Deputado do PSD Carlos Silva. … sobretudo quando está à vista o que esta administração do Novo Banco tem estado a fazer, ou seja, a limpar os ativos tóxicos com o nosso dinheiro, a encerrar balcões — ainda na audição ficou confirmado que vão encerrar mais balcões — e a despedir trabalhadores, também com o dinheiro dos contribuintes. No final, o «bife do lombo», depois de limpo com o dinheiro dos nossos impostos, será entregue a um qualquer grupo privado. Esta foi a questão que o Sr. Deputado André Silva também não percebeu: os ativos tóxicos, já os pagámos ou estamos a pagar.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,175,João Oliveira,PCP,Exatamente!,"Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,176,Duarte Alves,PCP,"O que vai ficar no Novo Banco para entregar a um qualquer grupo privado estrangeiro é a parte boa, e é isto que não podemos aceitar: ficarmos com os prejuízos e não ficarmos com os I SÉRIE — NÚMERO 2 lucros. Foi isso que aconteceu nos casos do BPN e do Banif: os prejuízos foram públicos e os lucros para os privados.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,177,João Oliveira,PCP,Exatamente!,"Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,178,Duarte Alves,PCP,"Portanto, é preciso começarmos a cair na realidade. Já pagámos as contas do Novo Banco e continuamos a pagá-las. Agora, se os prejuízos são públicos, há que garantir que os lucros não são privados e que não se repete o mesmo erro de colocar o Estado a pagar sem ter o controlo. É esse o sentido da iniciativa que o PCP apresentou nesta Assembleia. Aplausos do PCP e do PEV.","Projeto de Resolução 471/XIV, Projeto de Lei 499/XIV"
DAR-002,18 DE SETEMBRO DE 2020,179,Presidente,Fernando Negrão,"Srs. Deputados, passamos ao quinto ponto da ordem do dia, com o debate conjunto dos Projetos de Resolução n.os 75/XIV/1.ª (CDS-PP) — Recomenda ao Governo que crie uma rede de apoio familiar e promova o estudo e o debate para uma política de família e de natalidade, 77/XIV/1.ª (CDS-PP) — Constituição de uma comissão eventual para o acompanhamento das iniciativas sobre a família e a natalidade, 59/XIV/1.ª (PSD) — Por uma política integrada para a infância e a família e 255/XIV/1.ª (PCP) — Recomenda ao Governo a adoção de medidas transversais e integradas de apoio e incentivo à natalidade. Para apresentar os projetos de resolução do CDS-PP, tem a palavra o Sr. Deputado João Pinho de Almeida.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,180,João Pinho de Almeida,CDS-PP,"Sr. Presidente, Sr.as e Srs. Deputados: A demografia é o problema mais grave que temos em Portugal, é o problema estrutural mais grave que temos no País, é aquele que condiciona a solução de todos os outros, pois, quando discutimos muitas matérias nesta Assembleia, sabemos que a nossa evolução demográfica condiciona muito a eficácia das soluções que discutimos. Os dois indicadores principais desta realidade são, por um lado, a diminuição dos nascimentos — desde o início do século, os nascimentos em Portugal diminuíram 28% — e, por outro, o envelhecimento da população. Com a subida dos óbitos, que aumentaram em 6% desde o início do século, a consequência é a de que temos, desde essa altura, um envelhecimento da população de 63%. Podemos discutir à vontade a localização da população, se é mais no litoral ou mais no interior, podemos discutir as soluções de sustentabilidade para a segurança social, podemos discutir o modelo do Serviço Nacional de Saúde, podemos discutir a viabilidade das reformas educativas que promovemos. Podemos, devemos e discutimos estas questões todas, o que não podemos ignorar é que, em cada uma das referidas questões, esta evolução demográfica pesa negativamente. Se não invertermos esta tendência, não conseguiremos dar sustentabilidade ao modelo social em que vivemos. Portanto, convém que, com tempo — e já não o temos em grande quantidade —, nos preparemos e vamos tomando as medidas necessárias para restabelecermos um nível de natalidade minimamente equilibrado. Convém dizer que, entre 2002 e 2019, a natalidade diminuiu de 1,55 para 1,42 nascimentos por mulher em idade fértil. O valor para uma renovação geracional é de 2,1 e nós estamos em 1,42. Ou seja, estamos a envelhecer, o que tem como consequência o aumento dos custos de todos os sistemas sociais, e estamos a ser cada vez menos e a conseguir renovar menos, geracionalmente, a nossa população. É por isso que o CDS entende que esta deve ser uma discussão de fundo, e não apenas uma discussão de medidas isoladas. Propomos, hoje, duas coisas muito claras. Uma é no sentido de introduzir no sistema social um apoio à família que permita apoiar as decisões de viabilidade e de gestão económicas, de gestão de saúde e de gestão social destes agregados familiares. Ou seja, não retirando autonomia às famílias, vai no sentido de permitir que esse apoio lhes dê instrumentos para tomarem decisões que ajudem a este desenvolvimento da natalidade e para que tenham condições de ter filhos e renovar a população. Na segunda iniciativa propomos que esta Legislatura seja marcada, na Assembleia da República, pela questão da demografia. Se conseguirmos criar a comissão eventual para discutir esta matéria, estaremos a dar um contributo que irá no sentido da reflexão que vários partidos e várias entidades públicas e privadas já fizeram em Portugal. Vamos criar esta comissão eventual para que possamos ouvir todos os que, em Portugal, já refletiram sobre esta evolução, sobre as soluções para a natalidade, sobre as soluções para a velhice, sobre as soluções para a renovação geracional e, acima de tudo, para ouvir aqueles que já refletiram sobre a sustentabilidade social do nosso modelo, para que possamos ser mais e viver melhor em Portugal. Aplausos do CDS-PP.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,181,Presidente,Fernando Negrão,"Para apresentar o projeto de resolução do PSD, tem a palavra a Sr.ª Deputada Lina Lopes. ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,182,Lina Lopes,PSD,"Sr. Presidente, Sr.as e Srs. Deputados: Todos os países desenvolvidos têm um problema de natalidade e todos o tentam resolver, uns com mais sucesso, outros com menos. Mas Portugal é um País desenvolvido que tem um enorme problema de natalidade e não está a conseguir resolvê-lo. As famílias querem e desejam ter mais filhos, mas não se sentem seguras, não se sentem confiantes, não se sentem suficientemente apoiadas para realizar este desejo. Assim, todos os anos, temos mais idosos, porque as pessoas envelhecem e a longevidade aumenta, e poucas crianças, porque os pais adiam a decisão de alargar a família e, por vezes, acabam mesmo por não tomar, de todo, esta decisão, que é cada vez mais importante para o País. Esta realidade compromete o nosso futuro, porque não permite a renovação de gerações, e compromete a Nação, porque restringe progressivamente o número de portugueses em idade ativa, fragilizando a economia e ameaçando o equilíbrio nacional. Por isso, o PSD encara o cerne deste projeto de resolução como uma prioridade nacional, como algo que deve ser assumido enquanto verdadeiro desígnio para Portugal. Sr. Presidente, Sr.as e Srs. Deputados, a natalidade não aumenta por decreto! A decisão de ter filhos é do foro pessoal, mas cabe ao Estado criar condições que favoreçam esta decisão e que permitam que as famílias se sintam amparadas para a assunção de tão grande responsabilidade. Entre os países desenvolvidos, os que têm as taxas de natalidade mais elevadas são os que mais investem no apoio à família, na parentalidade, na conciliação entre a vida pessoal e a vida profissional, nos cuidados infantis e na educação das crianças e são também os que transmitem segurança e confiança aos pais, levando- os a ir ao encontro do seu desejo de ter o segundo filho e, por vezes, mais ainda. Isso só é possível com políticas de longo prazo. Para ser eficaz, aquilo que vier a ser feito neste domínio não pode ser percecionado como algo fugaz, fruto de um ímpeto momentâneo de cariz demagógico, eleitoralista ou populista. Medir o impacto de uma determinada política na natalidade requer tempo, por isso, é impossível, no curto prazo, justificar a sua substituição por outra, alegadamente por ser melhor ou mais adequada. As políticas a definir mobilizam diferentes áreas: trabalho, empresas, segurança social, finanças, educação, saúde e tantas outras. Por isso, dada a sua transversalidade, é indispensável que tenham a participação e o comprometimento de todos os cidadãos e um consenso político-partidário alargado, que vai muito além de uma ou de duas legislaturas. Isto pressupõe a criação de um espaço para o debate alargado e consciencioso dos tópicos em causa, para o qual devem ser convocados os parceiros sociais, as instituições da economia social, os técnicos, os especialistas e todos os cidadãos interessados. Com esta resolução, o PSD recomenda ao Governo, precisamente, que realize este debate urgente e de reconhecido interesse nacional. A natalidade e a infância assumem, mais do que nunca, a maior relevância em Portugal. O PSD considera-as um desígnio nacional. Sr.as e Srs. Deputados, este desígnio para uma política integrada para a infância e a família não nasceu agora, sendo que o PSD há muito que o colocou na centralidade das suas preocupações. Em 2014, foi criada, pelo PSD, uma comissão independente constituída por personalidades de várias áreas disciplinares, que fizeram um estudo e elaboraram um relatório denominado Por um Portugal amigo das crianças, das famílias e da natalidade (2015-2035). Em 2015, foi aprovada uma resolução do PSD, em conjunto com o CDS, que recomendava ao Governo medidas de reforço ao apoio à criança e à família. Em maio de 2018, foi apresentado pelo Partido Social Democrata, através do seu Conselho Estratégico Nacional, um documento intitulado Uma política para a infância: Um desígnio para Portugal, onde é apresentado um conjunto de medidas que permitem estruturar uma nova política para a infância. I SÉRIE — NÚMERO 2 Também no Programa Eleitoral do PSD foram lançados vários desafios, de acordo com a resolução que estamos a apresentar. Sr.as e Srs. Deputados, Portugal enfrenta uma grave crise demográfica. Temos de encarar este problema como uma causa nacional, como um problema estrutural de longo prazo e, sobretudo, essencial para uma sociedade como a nossa, que era jovem no meu tempo, na minha adolescência, e que envelhece a passos largos, com implicações na sustentabilidade do País. Portugal tem de encarar o problema da natalidade e da família de frente, com realismo, e começar a resolvê- lo como o estão a fazer os outros países europeus, porque não podemos esquecer em momento algum que somos um dos países da Europa mais envelhecidos e com menor taxa de natalidade. Os portugueses podem contar com o PSD, que acredita que esta Câmara se unirá neste desígnio nacional. Aplausos do PSD.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,183,Presidente,Fernando Negrão,"Para a apresentação do projeto de resolução do PCP, tem a palavra a Sr.ª Deputada Paula Santos. ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,184,Paula Santos,PCP,"Sr. Presidente, Sr.as e Srs. Deputados: O PCP tem tido uma intervenção consistente e persistente sobre a problemática da demografia e da natalidade. A reduzida natalidade no nosso País não é uma fatalidade, nem estamos condenados a esta realidade. A baixa natalidade é, aliás, o resultado das políticas de direita, que não dão estabilidade, segurança e condições às famílias para poderem ter o número de filhos que desejam. Uma das conclusões do Inquérito à Fecundidade 2013 foi a de que ter filhos não é para quem quer, é para quem pode, revelando bem como a falta de condições económicas e sociais constitui um obstáculo no momento da decisão do número de filhos que cada família efetivamente tem. O diagnóstico sobre a baixa natalidade está feito. Não faltam estudos que identificam os vínculos precários, a instabilidade no local de trabalho, os baixos salários, o desemprego, o desrespeito pelos direitos laborais e pelos direitos de maternidade e paternidade, os elevados custos com as creches, os custos com a saúde, a educação ou a habitação como as causas para a baixa natalidade. Por isso, não basta constatar a realidade e manifestar preocupações com ela. É preciso identificar as causas e os responsáveis e apontar soluções. As famílias não precisam de medidas assistencialistas e caritativas, como o PSD e o CDS propõem.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,185,João Pinho de Almeida,CDS-PP,"Não propõem, não! ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,186,Paula Santos,PCP,"Aliás, recordo até que o PSD e o CDS tiveram grandes responsabilidades no período em que houve a maior quebra de natalidade no nosso País. Foi um período em que a instabilidade no local de trabalho era maior, um período de desemprego, de baixos salários e de cortes nas funções sociais. Esta foi, de facto, a realidade.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,187,João Pinho de Almeida,CDS-PP,Por amor de Deus! Como se isso acontecesse a curto prazo… Que disparate!,"Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,188,Paula Santos,PCP,"Podemos fazer todos os debates, mas as famílias precisam de soluções transversais e duradouras que eliminem os condicionalismos que determinam a quebra da natalidade e que apostem em soluções que respondam aos vários fatores que a afetam. Importa criar condições para que as famílias possam decidir, de forma livre e consciente, quantos filhos desejam ter e em que momento e importa assegurar condições de vida dignas, a estabilidade no emprego, a valorização salarial e o acesso aos direitos sociais. A intervenção e a proposta do PCP, nos últimos anos, significaram importantes avanços, como o alargamento e o reforço do abono de família, a gratuitidade dos manuais escolares em toda a escolaridade obrigatória, a integração de vacinas no Programa Nacional de Vacinação, o pagamento a 100% do subsídio por riscos específicos e a gratuitidade das creches para as famílias do 1.º escalão, com a perspetiva do seu alargamento a todas, de forma progressiva. Temos presente que é preciso ir mais longe para assegurar a confiança, a segurança e a estabilidade. Por isso, trazemos a este debate soluções para inverter a baixa natalidade: o aumento geral dos salários, em particular o aumento do salário mínimo nacional para 850 €; o combate à precariedade nos setores público e privado, garantindo um vínculo efetivo a todos os trabalhadores; a implementação das 35 horas de trabalho para todos os trabalhadores; a efetiva articulação entre a vida profissional, familiar e pessoal, pondo fim à desregulação dos horários de trabalho; o reforço dos direitos de maternidade e paternidade, designadamente na livre escolha do casal quanto ao gozo da licença de maternidade e paternidade de 150 ou 180 dias, assegurando sempre o seu pagamento a 100%; a implementação da licença específica de prematuridade, com duração do período de internamento hospitalar do nascituro, garantindo também o seu pagamento a 100%; o reforço dos apoios sociais à infância e à juventude, nomeadamente através do progressivo alargamento das condições de acesso e atribuição do abono pré-natal e do abono de família a todas as crianças e jovens; a criação de uma rede pública de creches que abranja todas as crianças e o alargamento da rede pública de educação pré-escolar; o reforço do SNS, em particular dos cuidados de saúde dirigidos às crianças e aos jovens; a dinamização de programas que assegurem o acesso à habitação. Para o PCP, o incentivo à natalidade é inseparável da função social da maternidade e da paternidade e da concretização de uma maternidade e uma paternidade conscientes, livres e responsáveis. É inseparável da proteção das crianças e dos jovens e da promoção do seu desenvolvimento integral, garantindo o direito da criança a ser desejada e amada, assim como as condições económicas e sociais para que lhe sejam asseguradas todas as oportunidades. É preciso garantir condições de vida para as famílias, assegurando à mulher um papel ativo na sociedade e no plano profissional, compatível com o plano familiar e pessoal. Face ao contexto em que vivemos, importa, desde já, travar as consequências do agravamento das condições económicas e sociais para as famílias que já têm filhos e para aquelas que querem ter filhos, de forma que as dificuldades já sentidas não contribuam para a diminuição da natalidade. A vida já demonstrou que a redução de rendimentos e o aumento da exploração não são solução. É preciso proteger o emprego e os rendimentos dos trabalhadores, reforçar os direitos e assegurar a proteção social, a saúde, a educação e o acesso à habitação. Em suma, é preciso garantir, de facto, as condições de segurança, de confiança, de estabilidade e de vida para que as famílias possam, de forma livre, ter o número de filhos que desejam ter. Aplausos do PCP.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,189,Presidente,Fernando Negrão,"Sr. Deputado José Soeiro, do Bloco de Esquerda, tem a palavra para uma intervenção. ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,190,José Moura Soeiro,BE,"Sr. Presidente, Sr.as e Srs. Deputados: O diagnóstico é conhecido, como já foi dito, enfrentamos uma dupla dinâmica de envelhecimento e de recuo do número de nascimentos e temos, em Portugal, uma descoincidência gritante entre a fecundidade desejada e a fecundidade real, ou seja, entre os desejos e os projetos das famílias e os obstáculos que elas encontram para cumprir esses desejos e esses projetos.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,191,João Pinho de Almeida,CDS-PP,É verdade!,"Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,192,José Moura Soeiro,BE,"Ser pai ou ser mãe é uma escolha, não é uma obrigação, mas também não é uma escolha que possa acontecer num vazio social. Por isso, ela depende das condições materiais e subjetivas que sejamos capazes de criar para que essa escolha possa ser feita, isto é, para que as pessoas possam escolher ter filhos, ter como sustentá-los, ter como fazê-los crescer. Os partidos da direita apresentam, neste debate, que propostas para fazer face a este problema? São quatro, essencialmente: um gabinete, um diagnóstico, um debate e uma comissão eventual. Convenhamos que não são propriamente as propostas mais concretas nem as mais ousadas do mundo. I SÉRIE — NÚMERO 2 A natalidade não é um debate setorial que fazemos para picar o ponto parlamentar, nem se resolve com mais uma comissão, um gabinete, um debate. Ela, na verdade, atravessa todas as nossas escolhas de política pública, que aqui fazemos todos os dias. O debate sobre a natalidade é o debate que fazemos quando discutimos os serviços públicos, a necessidade de uma infraestrutura de cuidados ou, por exemplo, a integração de uma rede pública de creches como parte do serviço de educação, da Lei de Bases do Sistema Educativo, da resposta pública. É o debate que fazemos quando discutimos as leis do trabalho e o combate à precariedade, que mina, que obstaculiza, que impede que as pessoas projetem o seu futuro. É o debate que fazemos quando falamos da necessidade de valorizar salários, que são uma condição de se viver dignamente. É o debate que fazemos quando discutimos as políticas na área da habitação e a necessidade de uma resposta pública face à evidente escassez de oferta, face à especulação dos preços das rendas, nomeadamente nos centros das grandes cidades, face à precariedade habitacional. É o debate que fazemos quando discutimos — e discutimo-lo há tão pouco tempo — as licenças parentais, não apenas a sua duração, mas também o seu valor e o modo como promovem, ou não, a igualdade de género. É o debate que fazemos quando discutimos os horários, nomeadamente os horários de trabalho e a sua redução. É o debate que fazemos quando, na discussão da regulação do trabalho, reivindicamos mais tempo para viver ou formas de descolonizar o tempo pessoal, que é hoje invadido por solicitações permanentes, nomeadamente por via da incursão patronal, através das novas tecnologias, no tempo pessoal dos trabalhadores. Sr.as e Srs. Deputados, o debate demográfico é, também, o debate que fazemos, por exemplo, sobre políticas de acolhimento de todas as crianças que vivem em Portugal, nomeadamente das crianças migrantes. É nas escolhas concretas em cada uma destas políticas públicas que contribuímos, ou não, para que as pessoas possam realizar os seus projetos pessoais e os seus projetos familiares. Desse ponto de vista, parece-nos francamente que precisamos de menos proclamações e menos apelos morais e de mais políticas públicas e laborais que sejam amigas das crianças e de quem as cuida. É para esse debate que certamente somos convocados. Aplausos do BE.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,193,Clara Marques Mendes,PSD,"Então, está de acordo connosco! ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,194,Presidente,Fernando Negrão,"Tem agora a palavra a Sr.ª Deputada Mariana Silva, do PEV, para uma intervenção. ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,195,Mariana Silva,PEV,"Sr. Presidente, Sr.as e Srs. Deputados: Os Verdes consideram que o tema da natalidade e da demografia é de extrema importância. Já muito se disse sobre a transversalidade desta questão, sobre o facto de as propostas eficazes de apoio às famílias portuguesas passarem pelo acesso à educação, à saúde, com o direito de todos a terem médico de família, ao transporte público gratuito até aos 18 anos e, sobretudo, aos direitos laborais. Os discursos de preocupação com a natalidade não passarão de palavras vãs se os portugueses não tiverem segurança para dar o passo de ter filhos, mesmo que queiram e tenham o sonho de formar família. É aceitável que quem viva na precariedade, sem saber o dia de amanhã, sem garantias e segurança, não consiga assumir ter a seu cargo a responsabilidade de criar um filho? É legítimo que quem sobrevive com o salário mínimo atual e já faz um esforço enorme para chegar ao fim do mês com todas as despesas pagas decida não ter um segundo filho, mesmo que seja esse o seu desejo? É compreensível que quem enfrenta o desemprego, que, nos próximos tempos, será cada vez maior, não seja capaz de sonhar com a constituição de uma família? Aos portugueses, é necessário devolver-lhes rendimentos, condições de vida, direitos, estabilidade e segurança para que não tenhamos de enfrentar repercussões graves com a diminuição real da população ativa, que arrasta consigo sérios problemas para o Estado e para a sociedade. Os incentivos à natalidade passam, sobretudo, por opções políticas concretas e proativas, por combater o desemprego, por aumentar o salário mínimo nacional, por políticas de habitação para todos, por um médico de família para todos os portugueses, por garantir, com rigor, que nenhuma mulher é despedida estando grávida, por combater a precariedade, por políticas no âmbito da educação, da saúde e dos transportes públicos de acesso gratuito para crianças e jovens. Passam, também, por garantir uma rede pública de creches e infantários gratuitos para todas as crianças, com condições e distribuídas pelo País, assegurando aos pais a certeza de, nestes tempos cada vez mais exigentes, terem onde deixar as suas crianças, com qualidade, com carinho, com atividades e afetos. Os incentivos à natalidade passam por ter como prioridade o combate à pobreza! A criação de grupos de trabalho ou de comissões para se encontrarem soluções é de duvidosa utilidade. É preciso coragem para se votar a favor de propostas que vão ao encontro da melhoria da vida dos portugueses. Aplausos do PCP.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,196,Presidente,Fernando Negrão,"Sr.ª Deputada Sónia Fertuzinhos, do PS, tem a palavra para uma intervenção. ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
